ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor(s),Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,CombinedWith,Description
16158,EDIS,5010,001,Lecture,"3","Jillian McGraw","Mo 3:30PM - 6:00PM","Ruffner Hall 237","Curriculum and Instruction for Elementary and Special Education","",Closed,41,40,0,,"Study of the development of curriculum and instructional design with a focus on developing teaching techniques to increase student performance. Emphasis is also given to understanding classroom routines and management to support safe learning environments.  Prerequisite: Admission to Teacher Education Program; corequisite: EDIS 3881 or 3882."
16500,EDIS,5010,002,Lecture,"3","Catherine Brighton,Hannah Mathews","Tu 3:30PM - 6:00PM","Dell 2 100","Curriculum and Instruction for Elementary and Special Education","",Closed,35,34,0,,"Study of the development of curriculum and instructional design with a focus on developing teaching techniques to increase student performance. Emphasis is also given to understanding classroom routines and management to support safe learning environments.  Prerequisite: Admission to Teacher Education Program; corequisite: EDIS 3881 or 3882."
19434,EDIS,5010,500,Lecture,"3","Elizabeth Korab","Fr 6:00PM - 9:00PM","Northern Virginia Center","Curriculum and Instruction for Elementary and Special Education","",Closed,13,0,0,,"Study of the development of curriculum and instructional design with a focus on developing teaching techniques to increase student performance. Emphasis is also given to understanding classroom routines and management to support safe learning environments.  Prerequisite: Admission to Teacher Education Program; corequisite: EDIS 3881 or 3882."
16159,EDIS,5020,001,Lecture,"3","Jennifer Pease","TuTh 12:30PM - 1:45PM","Ruffner Hall 137","Instruction and Assessment","",Open,34,35,0,,"We study instructional design, planning and delivery, assessments, and professional behavior for pre-service teachers in a secondary field. Planning standards-based lessons, shifting to a professional perspective of learning, and the ways to gather, analyze, and use data to measure academic progress, guide instructional content and delivery, and provide timely feedback are covered.    Pre-requisite: Admission to Teacher Education Program"
16504,EDIS,5020,002,Lecture,"3","Jennifer Pease","TuTh 11:00AM - 12:15PM","Ruffner Hall 137","Instruction and Assessment","",Closed,37,35,0,,"We study instructional design, planning and delivery, assessments, and professional behavior for pre-service teachers in a secondary field. Planning standards-based lessons, shifting to a professional perspective of learning, and the ways to gather, analyze, and use data to measure academic progress, guide instructional content and delivery, and provide timely feedback are covered.    Pre-requisite: Admission to Teacher Education Program"
16160,EDIS,5040,001,Lecture,"3","Paige Pullen","Mo 6:00PM - 8:30PM","Ruffner Hall 177","Psychoeducational Assessment","",Open,31,35,0,,"Prepares teachers of exceptional children to administer, score, and interpret several standard educational instruments; to use informal procedures in educational assessment; and to interpret the combined results of psychological, sociological, medical, and educational assessments as they apply to the development and evaluation of individualized educational plans."
16167,EDIS,5050,001,Lecture,"3","Frackson Mumba","Th 3:30PM - 6:00PM","Ruffner Hall 237","Teaching Science in Secondary Schools I","",Open,19,25,0,,"The first course in the ""Teaching Science Sequence"" addresses scientific literacy as a rationale and framework for secondary science instruction. Specific topics in science subject matter are developed along with teaching techniques, procedures and on-going professional development."
16168,EDIS,5055,001,Lecture,"3","Susan Mintz","We 3:30PM - 6:00PM","Ruffner Hall 173","Models of Instruction","",Open,9,25,0,,"Each day more is known about how we learn. New information has identified instructional strategies and tasks that do not support student learning, and others that do. This class will explore, practice, and implement student-centered instructional models that are aligned with recent research and can increase student learning--all of which are appropriate for K-12 schools, higher education and workplace environments."
19432,EDIS,5060,500,Lecture,"3","Matthew Reames","We 5:00PM - 8:00PM","Northern Virginia Center","Math Instruction for Special and Elementary Education","",Closed,5,0,0,,"Designed to teach special education preservice teachers the Virginia Mathematics Standards of Learning (SOL) content strands:  Number and Number Sense; Computation and Estimation; Measurement; Geometry: Probability and Statistics; and Patterns, Functions, and Algebra. This course also focuses on the mathematical adaptations through Problem Solving, Reasoning and Proof, Mathematical Communication, Mathematical Connections, and Representation. Elementary and secondary mathematics topics will be covered in this course.  Restricted to Special Education."
19527,EDIS,5100,500,Lecture,"1","Paige Pullen","Mo 1:54AM - 1:56AM","Web-Based Course","Characteristics of Emotional and Behavioral Disorders","",Open,27,30,0,,"This course presents the characteristics of children and adolescents with emotional and behavior disorders within the context of special education services. On completion of this course, students will have (1) knowledge of the origins and characteristics of the primary behavioral disorders, (2) procedures for identification and assessment, and (3) approaches of programming and instruction for ED/BD, autism and other related disabilities."
19528,EDIS,5110,500,Lecture,"1","Paige Pullen","Mo 1:58AM - 2:00AM","Web-Based Course","Characteristics of Learning Disabilities","",Open,19,30,0,,"Studies the meaning and concepts associated with the field of learning disabilities and the diverse characteristics of individuals with these disabilities. Includes the nature, causes, assessment, and treatment of learning disabilities and related disabilities such as ADHD, ADD, brain injury and others.  Prerequisite/corequisite: EDIS 3020 or 5000."
19449,EDIS,5120,500,Lecture,"1","Paige Pullen","Mo 12:02AM - 12:04AM","Web-Based Course","Characteristics of Intellectual Disabilities","",Closed,27,0,0,,"Designed to explore basic concepts/issues pertaining to persons with significant limitations in intelligence and adaptive behavior. While the course primarily explores the educational implications of having intellectual disabilities/mental retardation, the psychological, historical, and medical implications are also touched upon.  Prerequisite: EDIS 3020 or 5000."
16691,EDIS,5210,1,Lecture,"3","Stephen Plaskon","Th 6:30PM - 9:00PM","Monroe Hall 134","Introduction to Language Development","",Open,19,40,0,,"An overview of the language acquisition and development process. This course surveys current and historical perspectives on language acquisition and development and explores those factors influencing language acquisition and development. This class is a VA-DOE approved course for use by those seeking endorsement as English as a Second Language (ESOL) teachers."
16162,EDIS,5221,001,Lecture,"3","Latisha Hayes","TuTh 9:30AM - 10:45AM","Ruffner Hall 237","Reading Development","",Open,40,50,0,,"This is the first class in the reading methods sequence for preservice teachers. This course addresses the theoretical foundations of understanding how children learn to read as well as the problems that some children encounter when learning to read. The course also addresses basic components of effective reading programs and instruction. Specific course sections align with program and endorsement needs for elementary education or special education."
21596,EDIS,5221,500,Lecture,"3","Nell Lawrence","Fr 6:00PM - 8:30PM","Northern Virginia Center","Reading Development","",Open,7,15,0,,"This is the first class in the reading methods sequence for preservice teachers. This course addresses the theoretical foundations of understanding how children learn to read as well as the problems that some children encounter when learning to read. The course also addresses basic components of effective reading programs and instruction. Specific course sections align with program and endorsement needs for elementary education or special education."
19534,EDIS,5270,500,Lecture,"3","Karen Ford","Mo 2:06AM - 2:08AM","Web-Based Course","Teaching Reading Writing to ELLs","",Closed,19,0,0,,"This online course is designed for educators of children who are learning English as a second language.  Theory is grounded in researched practices for teaching reading with an understanding of the challenges facing non-English native speakers."
16465,EDIS,5310,1,Lecture,"3","Latisha Hayes","TuTh 8:00AM - 9:15AM","Ruffner Hall 237","Differentiating Reading Instruction","",Open,49,50,0,,"Pre-service teachers consider their vital role in providing appropriate differentiated instruction for all learners, including English Language Learners and struggling readers. Students learn to administer, interpret and use literacy assessments to plan effective and comprehensive reading instruction for whole group, small group, and individuals for multilevel literacy classrooms. Prerequisite: EDIS 5221, Reading Development."
16163,EDIS,5330,001,Lecture,"3","Robert Tai","TuTh 12:30PM - 1:45PM","Ruffner Hall 237","Science in the Elementary School","",Closed,54,45,0,,"Designed to teach elementary pre-service teachers fundamental science concepts in such areas related to scientific investigation as: reasoning and logic; force, motion, and energy; matter; life processes; living systems; interrelations in earth/space systems; earth patterns, cycles and change; and appropriate resources for teaching the Virginia Science Standards of Learning in grades PreK-6. The course also focuses on the planning, instruction , and assessment of science curriculum."
19268,EDIS,5330,002,Lecture,"3","Robert Tai","TuTh 2:00PM - 3:15PM","Ruffner Hall 237","Science in the Elementary School","",Open,40,45,0,,"Designed to teach elementary pre-service teachers fundamental science concepts in such areas related to scientific investigation as: reasoning and logic; force, motion, and energy; matter; life processes; living systems; interrelations in earth/space systems; earth patterns, cycles and change; and appropriate resources for teaching the Virginia Science Standards of Learning in grades PreK-6. The course also focuses on the planning, instruction , and assessment of science curriculum."
16164,EDIS,5340,001,Lecture,"3","Patrice Grimes","Th 3:30PM - 6:00PM","Ruffner Hall 137","Teaching Social Studies in the Elementary School","",Open,23,25,0,,"Designed to teach elementary pre-service teachers fundamental social studies concepts of United States history, Virginia Studies, civics, geography, and economics appropriate for meeting the Virginia Standards of Learning in grades PreK-6. The course also focuses on the planning, instruction, and assessment of social studies curriculum."
16371,EDIS,5400,001,Lecture,"3","Amanda Kibler","We 3:30PM - 6:00PM","Ruffner Hall 175","Teaching English in Secondary Schools I","",Open,17,25,0,,"Students build knowledge of effective English instruction in the areas of reading, writing, oral discourse, language, and literature.  Emphasis is on individualized instruction, developmentally appropriate learning objectives, authentic assessments, reflective writing processes, and integration of both media and technology.  Students create lessons that include a variety of teaching methodologies.  Prerequisite: instructor permission."
19458,EDIS,5410,500,Lecture,"3","Elise Harrison","Mo 12:38AM - 12:40AM","Web-Based Course","Young Adult Literature","",Closed,16,0,0,,"As an interpretive community, students read the latest and greatest young adult literature, practice reading as writers, learn to motivate reluctant readers by applying strategic reading techniques and critical frameworks, as well as develop individualized multi-genre and multicultural reading programs.  Prerequisite: Instructor permission."
16230,EDIS,5411,001,Practicum,"3","Latisha Hayes","MoWe 3:30PM - 6:00PM","Contact Department","Reading Tutoring Practicum","",Open,3,40,0,,"Designed to provide students the opportunity to (a) develop assessment skills, (b) interpret assessment data to consider instructional goals, and (c) build instructional skills through weekly tutoring sessions.  An informal case-based approach is used in this practicum in which students gain hands-on experience in collaborative planning and receive supervisor feedback on implementation."
19456,EDIS,5424,500,Lecture,"3","Kimberley Kreicker","Mo 12:30AM - 12:32AM","Web-Based Course","Second Language Acquisition and ESL Methods","",Closed,12,0,0,,"This course is designed for teachers seeking an ESOL endorsement with their Virginia teaching license. The first third equips teachers with an understanding of the existing language acquisition theories as well as the individual, cultural, and contextual factors that influence language learning. The second two-thirds focuses on applying language acquisition theories to practical methods and 'macro-strategies' in language teaching."
19459,EDIS,5435,500,Lecture,"3","Isabel Sawyer","Mo 12:42AM - 12:44AM","Web-Based Course","Writing Across the Curriculum","",Closed,19,0,0,,"Designed to be a collaborative effort to explore writing as a process to discover how writing across the curriculum can enhance each discipline within our schools. Writing to learn using quick write strategies, learning logs, as well as, using technology will be considered. Focuses on ways to design and implement writing strategies across the curriculum within the framework of a writing workshop."
16325,EDIS,5440,001,Lecture,"3","Glen Bull,Nigel Standish","MoWe 11:00AM - 11:50AM","Ruffner Hall 123","Applied Teaching with Technology","",Open,8,15,0,,"This course provides a semester-long internship with a teacher in a K-12 classroom coordinated with accompanying coursework in EDIS 5440. It provides an applied experience in developing a technology project in a classroom setting and addressing curricular standards through effective integration of educational technologies"
16165,EDIS,5450,001,Lecture,"3","Joe Garofalo","We 3:30PM - 6:00PM","Ruffner Hall 127","Teaching Mathematics in Secondary Schools I","",Open,15,18,0,,"Students analyze mathematical behavior and problem solving, examine the latest thinking regarding school mathematics, explore the uses of technology to enhance mathematics learning and teaching, and plan and teach mini-lessons demonstrating instructional competence. Emphasizes the understanding and application of Mathematics.  Prerequisite: Instructor permission."
16166,EDIS,5480,001,Lecture,"3","Ruth Ferree","Mo 3:30PM - 6:00PM","Ruffner Hall 173","Second Language Acquisition and Modern Language Teaching Methods: PreK-12","",Open,15,20,0,,"Considers theory and research in second language acquisition; classroom instructional procedures that follow the National Standards, which incorporate interpersonal, interpretive, and presentational modes and foster successful communication in foreign languages; and selection of appropriate materials, realia, visuals, and media for instructional purposes.  Prerequisite: Instructor permission."
19536,EDIS,5500,500,Lecture,"3","Jeremy Townley","Mo 2:14AM - 2:16AM","Web-Based Course","Selected Topics","Creative Writing for Teachers",Closed,5,0,0,,"These are designed as pilot courses to meet new program area degree requirements, and changing needs in the field. Used also to offer experimental courses, and courses under development, these are announced and offered on a semester-to-semester basis. May be graded or S/U, depending on the instructor, and may be repeated."
16169,EDIS,5600,001,Lecture,"3","Stephanie Van Hover","We 3:30PM - 6:00PM","Ruffner Hall 237","Teaching Social Studies in the Secondary School I","",Open,20,30,0,,"A comprehensive overview of planning, implementing, and assessing social studies learning experiences in grades 6-12. This first course in the social studies methods sequence examines the following areas of social studies education through the lens of historical content: standards and accountability, curriculum/unit/lesson planning, engaging approaches for the teaching of history, assessment in the social studies and multiculturalism. Approaches to the infusion of technology into the social studies curriculum are also explored.  Prerequisite: Instructor permission."
19537,EDIS,5650,500,Lecture,"3","Sara Cranford","Mo 2:18AM - 2:20AM","Web-Based Course","Cultural Geography","",Closed,19,0,0,,"Emphasizes concepts of cultural patterns and their influence on political and regional patterns of the world."
16170,EDIS,5710,001,Lecture,"3","Michael McKenna,Sarah Lupo","We 6:30PM - 9:00PM","Ruffner Hall 127","Content Area Reading","",Closed,40,40,0,,"This course focuses on strategies to improve comprehension of a range of materials associated with various disciplines."
16171,EDIS,5730,001,Lecture,"3","Gail Lovette","We 6:30PM - 9:00PM","Ruffner Hall 139","Diagnosis and Remediation I: Grades PreK-2","",Closed,4,0,0,,"This course is an introduction to both formative and diagnostic literacy assessments used in the preschool through primary grades (emergent and beginning stage readers). Clinical and classroom diagnostic methods along with related instructional implications are explored."
19538,EDIS,5730,500,Lecture,"3","Carrie Simkin","We 4:30PM - 8:00PM","Northern Virginia Center","Diagnosis and Remediation I: Grades PreK-2","",Closed,15,0,0,,"This course is an introduction to both formative and diagnostic literacy assessments used in the preschool through primary grades (emergent and beginning stage readers). Clinical and classroom diagnostic methods along with related instructional implications are explored."
19539,EDIS,5730,501,Lecture,"3","Julie Gray","We 4:30PM - 8:00PM","Richmond Regional Center","Diagnosis and Remediation I: Grades PreK-2","",Closed,6,0,0,,"This course is an introduction to both formative and diagnostic literacy assessments used in the preschool through primary grades (emergent and beginning stage readers). Clinical and classroom diagnostic methods along with related instructional implications are explored."
19540,EDIS,5730,502,Lecture,"3","Julie Gray","Mo 2:22AM - 2:24AM","Web-Based Course","Diagnosis and Remediation I: Grades PreK-2","",Closed,14,0,0,,"This course is an introduction to both formative and diagnostic literacy assessments used in the preschool through primary grades (emergent and beginning stage readers). Clinical and classroom diagnostic methods along with related instructional implications are explored."
21541,EDIS,5870,500,Seminar,"3","Adria Hoffman,Renee Stegman","Mo 6:30PM - 8:30PM","Northern Virginia Center","Seminar: Teaching Internship in Diverse Communities","",Closed,8,0,0,,"This course serves as a co-requisite to the Teaching Internship in diverse and urban high needs communities.  We will address topics such as behavior management, collaboration and communication with families, and school-community relations, while placing special focus on culturally responsive pedagogy, socio-economic diversity, inclusion and differentiation, as well as instructional practices for English Language Learners."
16211,EDIS,5871,001,Seminar,"3","Judith Paulick,Katie Loftin","We 6:00PM - 8:30PM","Ruffner Hall 137","Seminar: Teaching Associateship - Elementary Education","",Open,23,31,0,,"Designed to accompany the teaching associateship experience (i.e., student teaching). Focuses on special issues and concerns that grow out of that experience, including such topics as classroom management, parent-teacher conferences, and school-community relations. Seminar sections are aligned with specific program/endorsement areas and meet the guidelines for the approved licensure program in the Commonwealth of Virginia.  Prerequisite: Admission to Teacher Education Program."
16508,EDIS,5871,002,Seminar,"3","Judith Paulick,Katie Loftin","Mo 6:00PM - 8:30PM","Ruffner Hall 137","Seminar: Teaching Associateship - Elementary Education","",Open,20,31,0,,"Designed to accompany the teaching associateship experience (i.e., student teaching). Focuses on special issues and concerns that grow out of that experience, including such topics as classroom management, parent-teacher conferences, and school-community relations. Seminar sections are aligned with specific program/endorsement areas and meet the guidelines for the approved licensure program in the Commonwealth of Virginia.  Prerequisite: Admission to Teacher Education Program."
16212,EDIS,5872,001,Seminar,"3","Natasha Heny","We 6:00PM - 8:30PM","Dell 2 102","Seminar: Teaching Associateship - English Education","",Open,11,20,0,,"Designed to accompany the teaching associateship experience (i.e., student teaching). Focuses on special issues and concerns that grow out of that experience, including such topics as classroom management, parent-teacher conferences, and school-community relations. Seminar sections are aligned with specific program/endorsement areas and meet the guidelines for the approved licensure program in the Commonwealth of Virginia."
16213,EDIS,5873,001,Seminar,"3","Ruth Ferree","Tu 5:30PM - 7:30PM","Ruffner Hall 237","Seminar: Teaching Associateship - Foreign Language","",Open,8,15,0,,"Designed to accompany the teaching associateship experience (i.e., student teaching). Focuses on special issues and concerns that grow out of that experience, including such topics as classroom management, parent-teacher conferences, and school-community relations. Seminar sections are aligned with specific program/endorsement areas and meet the guidelines for the approved licensure program in the Commonwealth of Virginia.  Prerequisite: Admission to Teacher Education Program."
16214,EDIS,5874,001,Seminar,"3","Joe Garofalo","Th 6:00PM - 8:30PM","Contact Department","Seminar: Teaching Associateship - Mathematics Education","",Open,10,15,0,,"Designed to accompany the teaching associateship experience (i.e., student teaching). Focuses on special issues and concerns that grow out of that experience, including such topics as classroom management, parent-teacher conferences, and school-community relations. Seminar sections are aligned with specific program/endorsement areas and meet the guidelines for the approved licensure program in the Commonwealth of Virginia.  Prerequisite: Admission to Teacher Education Program."
16215,EDIS,5875,001,Seminar,"3","Frackson Mumba","Th 6:30PM - 9:00PM","Ruffner Hall 237","Seminar: Teaching Associateship - Science Education","",Open,11,20,0,,"Designed to accompany the teaching associateship experience (i.e., student teaching). Focuses on special issues and concerns that grow out of that experience, including such topics as classroom management, parent-teacher conferences, and school-community relations. Seminar sections are aligned with specific program/endorsement areas and meet the guidelines for the approved licensure program in the Commonwealth of Virginia.  Prerequisite: Admission to Teacher Education Program."
16216,EDIS,5876,001,Seminar,"3","Stephanie Van Hover","We 6:30PM - 9:00PM","Ruffner Hall 179","Seminar: Teaching Associateship - Social Studies Education","",Open,20,30,0,,"Designed to accompany the teaching associateship experience (i.e., student teaching). Focuses on special issues and concerns that grow out of that experience, including such topics as classroom management, parent-teacher conferences, and school-community relations. Seminar sections are aligned with specific program/endorsement areas and meet the guidelines for the approved licensure program in the Commonwealth of Virginia."
16217,EDIS,5877,001,Seminar,"3","Michael Kennedy","Tu 5:00PM - 7:30PM","Ruffner Hall G004","Seminar: Teaching Associateship - Special Education","",Open,17,24,0,,"Designed to accompany the teaching associateship experience (i.e., student teaching). Focuses on special issues and concerns that grow out of that experience, including such topics as classroom management, parent-teacher conferences, and school-community relations. Seminar sections are aligned with specific program/endorsement areas and meet the guidelines for the approved licensure program in the Commonwealth of Virginia. Prerequisite: Admission to Teacher Education Program."
16218,EDIS,5879,001,Seminar,"3","Barbara Boyce","Mo 3:30PM - 5:30PM","Memorial Gymnasium 213","Seminar: Teaching Associateship - Health & Physical Education","",Open,3,7,0,,"Designed to accompany the teaching associateship experience (i.e., student teaching). Focuses on special issues and concerns that grow out of that experience, including such topics as classroom management, parent-teacher conferences, and school-community relations. Seminar sections are aligned with specific program/endorsement areas and meet the guidelines for the approved licensure program in the Commonwealth of Virginia.  Prerequisite: Admission to Teacher Education Program."
16219,EDIS,5881,001,Seminar,"6 - 12","Judith Paulick","TBA","TBA","Teaching Internship: Elementary Education","",Open,60,65,0,,"A required student teaching internship for pre-service teachers, this full-semester experience is supervised by clinical instructors from the public schools and university supervisors. Course sections are aligned with specific program/endorsement areas and meet the guidelines for the approved licensure program in the Commonwealth of Virginia.    Prerequisite: Admission to the Teacher Education Program"
16220,EDIS,5882,001,Seminar,"6 - 12","Natasha Heny","TBA","TBA","Teaching Internship: English Education","",Open,13,25,0,,"A required student teaching internship for pre-service teachers, this full-semester experience is supervised by clinical instructors from the public schools and university supervisors. Course sections are aligned with specific program/endorsement areas and meet the guidelines for the approved licensure program in the Commonwealth of Virginia.    Prerequisite: Admission to the Teacher Education Program"
16221,EDIS,5883,001,Seminar,"6 - 12","Ruth Ferree","TBA","TBA","Teaching Internship: Foreign Language Education","",Open,8,15,0,,"A required student teaching internship for pre-service teachers, this full-semester experience is supervised by clinical instructors from the public schools and university supervisors. Course sections are aligned with specific program/endorsement areas and meet the guidelines for the approved licensure program in the Commonwealth of Virginia.    Prerequisite: Admission to the Teacher Education Program"
16222,EDIS,5884,001,Seminar,"6 - 12","Joe Garofalo","TBA","TBA","Teaching Internship: Mathematics Education","",Open,10,15,0,,"A required student teaching internship for pre-service teachers, this full-semester experience is supervised by clinical instructors from the public schools and university supervisors. Course sections are aligned with specific program/endorsement areas and meet the guidelines for the approved licensure program in the Commonwealth of Virginia.    Prerequisite: Admission to the Teacher Education Program"
16223,EDIS,5885,001,Seminar,"6 - 12","Frackson Mumba","TBA","TBA","Teaching Internship: Science Education","",Open,12,20,0,,"A required student teaching internship for pre-service teachers, this full-semester experience is supervised by clinical instructors from the public schools and university supervisors. Course sections are aligned with specific program/endorsement areas and meet the guidelines for the approved licensure program in the Commonwealth of Virginia.    Prerequisite: Admission to the Teacher Education Program"
16224,EDIS,5886,001,Seminar,"6 - 12","Stephanie Van Hover","TBA","TBA","Teaching Internship: Social Studies Education","",Open,21,30,0,,"A required student teaching internship for pre-service teachers, this full-semester experience is supervised by clinical instructors from the public schools and university supervisors. Course sections are aligned with specific program/endorsement areas and meet the guidelines for the approved licensure program in the Commonwealth of Virginia.    Prerequisite: Admission to the Teacher Education Program"
16225,EDIS,5887,001,Seminar,"3 - 12","Michael Kennedy","TBA","TBA","Teaching Internship: Special Education","",Open,16,30,0,,"A required student teaching internship for pre-service teachers, this full-semester experience is supervised by clinical instructors from the public schools and university supervisors. Course sections are aligned with specific program/endorsement areas and meet the guidelines for the approved licensure program in the Commonwealth of Virginia.    Prerequisite: Admission to the Teacher Education Program"
19435,EDIS,5887,500,Seminar,"3 - 12","Michael Kennedy","Mo 6:00PM - 8:30PM","Northern Virginia Center","Teaching Internship: Special Education","",Closed,1,0,0,,"A required student teaching internship for pre-service teachers, this full-semester experience is supervised by clinical instructors from the public schools and university supervisors. Course sections are aligned with specific program/endorsement areas and meet the guidelines for the approved licensure program in the Commonwealth of Virginia.    Prerequisite: Admission to the Teacher Education Program"
16226,EDIS,5888,001,Seminar,"6 - 12","Michael Kennedy","TBA","TBA","Teaching Internship: Early Childhood Special Ed.","",Open,2,25,0,,"A required student teaching internship for pre-service teachers, this full-semester experience is supervised by clinical instructors from the public schools and university supervisors. Course sections are aligned with specific program/endorsement areas and meet the guidelines for the approved licensure program in the Commonwealth of Virginia.    Prerequisite: Admission to the Teacher Education Program"
16227,EDIS,5889,001,Seminar,"6 - 12","Barbara Boyce","TBA","TBA","Teaching Internship: Health and Physical Education","",Open,3,15,0,,"A required student teaching internship for pre-service teachers, this full-semester experience is supervised by clinical instructors from the public schools and university supervisors. Course sections are aligned with specific program/endorsement areas and meet the guidelines for the approved licensure program in the Commonwealth of Virginia.    Prerequisite: Admission to the Teacher Education Program"
16720,EDIS,5993,001,Independent Study,"1 - 6","Peter Youngs","TBA","TBA","Independent Study","",Open,0,30,0,,"Independent Study"
16707,EDIS,5993,002,Independent Study,"1 - 6","Michael McKenna","TBA","TBA","Independent Study","",Open,0,30,0,,"Independent Study"
16306,EDIS,5993,003,Independent Study,"1 - 6","Stephanie Van Hover","TBA","TBA","Independent Study","",Open,0,30,0,,"Independent Study"
16319,EDIS,5993,005,Independent Study,"1 - 6","Paige Pullen","TBA","TBA","Independent Study","",Open,0,30,0,,"Independent Study"
16320,EDIS,5993,006,Independent Study,"1 - 6","Ruth Ferree","TBA","TBA","Independent Study","",Open,1,30,0,,"Independent Study"
16333,EDIS,5993,007,Independent Study,"1 - 6","Joe Garofalo","TBA","TBA","Independent Study","",Open,0,30,0,,"Independent Study"
16361,EDIS,5993,008,Independent Study,"1 - 6","Patrice Grimes","TBA","TBA","Independent Study","",Open,0,30,0,,"Independent Study"
16424,EDIS,5993,010,Independent Study,"1 - 6","Catherine Brighton","TBA","TBA","Independent Study","",Open,0,30,0,,"Independent Study"
16439,EDIS,5993,012,Independent Study,"1 - 6","Michael Kennedy","TBA","TBA","Independent Study","",Open,0,30,0,,"Independent Study"
16481,EDIS,5993,013,Independent Study,"1 - 6","Susan Mintz","TBA","TBA","Independent Study","",Closed,1,1,0,,"Independent Study"
16484,EDIS,5993,014,Independent Study,"1 - 6","Latisha Hayes","TBA","TBA","Independent Study","",Open,0,30,0,,"Independent Study"
16709,EDIS,5993,015,Independent Study,"1 - 6","Michael Solis","TBA","TBA","Independent Study","",Open,0,30,0,,"Independent Study"
16464,EDIS,5995,001,Independent Study,"1 - 6","John Lloyd","TBA","TBA","Independent Research","",Open,0,30,0,,"Independent Research"
16571,EDIS,5995,2,Independent Study,"1 - 6","Amanda Kibler","TBA","TBA","Independent Research","",Open,0,30,0,,"Independent Research"
19464,EDIS,7000,500,Lecture,"3","Linda Lohr","Mo 1:02AM - 1:04AM","Web-Based Course","Introduction to Instructional Design","",Closed,15,0,0,,"Instructional design offers substantial potential to improve learning in every domain.  Students learn systematic methods for ID, explore the role of design, theory, & technology in addressing instructional problems, & build significant analytical &  project management skills. For any discipline where creative approaches to knowledge construction and information transfer are critical. Online course meets synchronously at the same day/time weekly."
19545,EDIS,7010,500,Lecture,"3","Kari Benguria","Mo 2:30AM - 2:32AM","Web-Based Course","Computer Courseware Tools","",Closed,26,0,0,,"This course provides an introduction to technologies commonly employed for instructional development. Courseware Tools is the first half of a two-course sequence. Topics in the first semester include digital media, print and web design / development, web scripting, and related instructional issues such as usability principles and interface design. In the second semester, use of these tools to develop projects is addressed in Courseware Design.  Prerequisite: Instructor permission."
19546,EDIS,7072,500,Lecture,"3","Stephanie Moore","Mo 2:34AM - 2:36AM","Web-Based Course","Performance Improvement","",Closed,17,0,0,,"In this class, we will learn about performance improvement, an extension of instructional design in which practitioners assess needs and gaps in human performance in organizations using tools like root cause analysis, then design interventions to address the gaps and plan on-going evaluation for continuous improvement. These skills are commonly used in for-profit, government/military, and non-profit industries and is growing in education"
16687,EDIS,7075,1,Lecture,"3","Jennifer Chiu","MoWe 2:00PM - 3:15PM","Ruffner Hall 175","Applying Learning Theories in STEM education","",Open,8,15,0,,"The goal of this course is for students to understand and apply views on cognition, learning, and teaching  to inform the design and research of technology-enhanced or STEM education learning activities and/or  environments. This course is open to graduate students from any discipline that want to be able  to understand and draw upon current perspectives of learning for technology-enhanced or STEM educational practice."
19450,EDIS,7220,500,Lecture,"3","Tracy Missett","Mo 12:06AM - 12:08AM","Web-Based Course","Intro to the Gifted","",Closed,12,0,0,,"Overview of the field of gifted education including conceptions of giftedness, identification tools and processes, characteristics of gifted learners, programming options, curriculum and instruction, and evaluation for gifted learners- including historically under-represented students. Students will gain a foundation in the field of gifted education and appropriate educational responses to gifted learners to be built upon in subsequent courses."
21401,EDIS,7220,501,Lecture,"3","Annalissa Brodersen,Carolyn Callahan","Mo 5:14AM - 5:16AM","Web-Based Course","Intro to the Gifted","",Closed,13,0,0,,"Overview of the field of gifted education including conceptions of giftedness, identification tools and processes, characteristics of gifted learners, programming options, curriculum and instruction, and evaluation for gifted learners- including historically under-represented students. Students will gain a foundation in the field of gifted education and appropriate educational responses to gifted learners to be built upon in subsequent courses."
19453,EDIS,7250,500,Lecture,"3","Rebecca Harrison","Mo 12:18AM - 12:20AM","Web-Based Course","Models and Strategies for Teaching the Gifted","",Closed,16,0,0,,"Students gain an understanding of models for delivering instruction and adapting teaching strategies for appropriately educating gifted students. Participants learn strategies that nurture the affective, creative, and cognitive needs of gifted learners; including those who are culturally and linguistically diverse, economically disadvantaged, highly gifted, or have special needs or disabilities (twice-exceptional learners)."
21217,EDIS,7250,502,Lecture,"3","Rebecca Harrison","Mo 4:30AM - 4:32AM","Web-Based Course","Models and Strategies for Teaching the Gifted","",Closed,10,0,0,,"Students gain an understanding of models for delivering instruction and adapting teaching strategies for appropriately educating gifted students. Participants learn strategies that nurture the affective, creative, and cognitive needs of gifted learners; including those who are culturally and linguistically diverse, economically disadvantaged, highly gifted, or have special needs or disabilities (twice-exceptional learners)."
19451,EDIS,7270,500,Lecture,"3","Caroline Eidson","Mo 12:10AM - 12:12AM","Web-Based Course","Differentiation of Instruction for Gifted Learners","",Closed,9,0,0,,"Educators develop skills in implementing the practices required to address the academic needs of gifted learners in contemporary classrooms. Participants develop and apply approaches to modifying curriculum and instructional practices to ensure that gifted learners are challenged across a range of disciplines. EDIS 7270 builds on the understandings and skills gained from the other 3 courses in the gifted endorsement series.  Prerequisite: must have completed EDIS 5045 or EDIS 7220 and EDIS 5046 or EDIS 7230"
